@relation 'Altura-de-ola-weka.filters.unsupervised.attribute.Remove-R11,16,17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-V-R2,4,5,7,8,9,10,11,12,14-weka.filters.unsupervised.attribute.Remove-R4'

@attribute pres numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute class {Baja,Media,Moderada,MuyAlta}

@data
98980,2.000001,3.4,7.8,10,6.58,988.3,8.9,Moderada
98720,-9.399997,3.100002,8.1,10.81,7.47,988.2,9,Media
98270,-12.6,-1.9,9.6,9.09,6.41,986.1,9.6,Media
97850,-8.799998,-7.899997,11,9.09,5.67,982.3,9.9,Moderada
97460,-3.999999,-8.599998,11.1,9.09,6.09,976.8,9.3,Moderada
97340,2.7,-6.599998,8.8,9.09,6.82,976.1,11.1,Moderada
97350,6.500001,-4.5,10.5,8.33,6.35,973.5,10.4,Moderada
97630,13.100001,5.8,9,10,7.43,973,10,Moderada
98100,7.500001,13.000002,18.6,9.09,6.48,978.5,9,Moderada
98620,0.2,11.3,15.1,8.33,6.3,986.7,9.6,Moderada
99010,-5.499999,2.400002,8,9.09,6.19,992.1,9.7,Media
99200,-6.099998,-6.499999,11,10.81,5.74,994.2,10.2,Moderada
99660,-3.799999,-10.999998,12.6,11.43,5.84,998,10.5,Moderada
100130,-0.6,-9.8,11.7,7.69,5.54,1001.4,10.6,Moderada
100600,0,-7.799998,7.3,12.12,6.44,1005.4,10.4,Media
100810,2,-7.8,6.9,10.81,6.18,1007.4,10,Media
100940,4.000001,-6.899999,4.9,11.43,7.21,1008.8,9.8,Media
100980,4.100003,-6.999999,5.4,10,6.2,1009.3,9.2,Media
100990,4.000001,-5.9,6.1,8.33,7.17,1010.1,8.9,Media
100930,5.1,-5.099997,3.3,7.14,6.2,1009.4,8.4,Media
100910,5.800003,-5.3,6.2,7.69,5.82,1009.1,9,Baja
100930,5.900002,-5.299998,5.8,6.67,5.65,1008.7,9.7,Baja
101080,5.900002,-3.799999,8.3,7.69,5.09,1009.7,8.8,Baja
101170,4.700002,-1.299999,7.1,7.69,5.09,1010.5,8.4,Baja
101200,2.8,-0.5,4.8,7.69,5.23,1011.3,7.9,Baja
101170,2.9,-1.299999,4.6,6.67,5.12,1011.4,8,Baja
101150,-1.599998,-3.699998,4.2,6.67,5.78,1011.4,8.1,Baja
101010,-3.999999,-6.3,6.3,5.88,4.98,1010.7,8.4,Baja
100850,-6.799998,-8.199999,8.5,12.9,3.83,1009.7,8.2,Baja
100510,-5.8,-9.3,10.6,11.43,4.73,1007,9,Baja
100360,-5.6,-8.199999,8.8,5,4.43,1004.1,9,Media
100040,-1.899998,-6.299998,11,10.81,5.98,1000.5,9.5,Moderada
99830,0.000002,-1.599998,5.1,9.09,7.13,998.4,9.1,Media
99690,0.100002,3.6,3.8,11.43,7.32,996.4,9.1,Moderada
99640,-0.3,8,9.2,11.43,6.98,996.3,8.5,Media
99820,4.2,8.4,8,10.81,6.19,997.3,8.7,Media
100000,2.1,7.900002,9.7,10,6.34,999.7,8.4,Moderada
100150,0.8,4.1,5.9,10.81,8.07,1001.1,8.3,Moderada
100140,0.9,0.500003,7.7,12.9,8.51,1001.4,7.2,Moderada
100060,3.500003,1.300002,1.8,12.12,8.29,999.6,7.5,Moderada
99910,5.800002,0.600002,6.5,12.9,8.35,998.4,8.5,Moderada
99830,7.500001,3.3,10.6,11.43,6.92,997,8.7,Moderada
99840,10.7,1.6,13.6,10.81,6.31,996.7,7.2,Media
99820,9.600001,0.9,9.6,11.43,5.84,996,6.4,Moderada
99600,3.800002,6.300003,9.1,8.33,6.28,995.2,7.7,Media
98930,5.100001,10.4,13.7,10,5.65,988,8.8,Moderada
98880,16.100002,6.3,14.7,9.09,5.67,986.9,8.8,Moderada
99240,16.800001,6.100001,13.9,9.09,6.54,988.8,9.4,MuyAlta
99220,9,11.3,13.5,11.43,7.32,989.9,9,MuyAlta
99350,12.300001,7.200003,12.8,12.12,7.35,990,8.5,MuyAlta
99520,11.500002,7.400002,15.6,14.81,8.1,992.3,9.3,MuyAlta
99900,10.900002,5.9,13.2,14.81,7.51,995.7,9,MuyAlta
100210,11.2,6.100003,15.1,13.79,8.52,998.8,8.5,MuyAlta
100460,5.400002,7.200002,10.8,13.79,8.4,1002.8,7.7,MuyAlta
100340,-1.099998,8.6,10.5,13.79,9.04,1002.5,9.2,Moderada
100090,-1.899998,3.500001,7.2,11.43,7.79,1000.8,9.1,Moderada
99640,0.400002,0.100002,7.2,13.79,8.17,997,8.6,Moderada
99410,7.9,-5.499999,5.7,12.12,8.03,993.6,6.8,Media
99480,9.8,-0.799998,12.8,10.81,5.95,992.6,8.1,Moderada
99840,10.300001,2.7,11.1,10,6.46,996.4,7.8,Moderada
100160,8.500002,8.200002,11.5,10.81,5.73,999.9,7.2,Moderada
100380,5.900002,8.8,11.7,10,6.44,1002.9,8.5,Moderada
100590,2.700001,8.900002,12.7,10.81,6.21,1004.7,8.7,Moderada
100390,0.300002,7.100003,15.2,8.33,6.13,1004.5,7,Media
99930,0.000002,2.6,7.2,8.33,6.16,999.7,8,Media
99490,3.500001,-0.1,4.1,9.09,6.73,993.9,7.4,Media
99560,6.8,3.8,9.6,9.09,6.11,993.6,6.9,Media
99760,4.4,7.000001,8.8,8.33,5.66,997,7.2,Media
99860,-6.6,9.400002,9,9.09,5.96,998.7,8.2,Moderada
99400,-11.2,10.800001,15.4,11.43,5.77,996.5,9.8,MuyAlta
99440,0.3,8.9,18.3,9.09,6.46,991.9,9.6,MuyAlta
100070,2.4,10.300001,11,10.81,7.61,998.9,9.9,Moderada
100310,-2.5,14.200002,11.7,10,6.71,1002.4,10.1,MuyAlta
100540,2.8,14.800003,13.9,10.81,7.71,1003.8,9.9,MuyAlta
100880,6.1,10.3,10.4,11.43,7.89,1006.7,8.8,MuyAlta
101060,6.9,9.700003,10.4,12.12,7.8,1009.6,8.5,Moderada
101310,6.6,7.000001,11.5,12.12,7.3,1011,9.1,MuyAlta
101530,8.700002,0.4,9.5,10.81,7.88,1012.5,9.1,Moderada
101860,6.5,-0.3,7.2,10.81,6.77,1017.2,8.5,Moderada
102150,3.200001,4.6,9.3,9.09,7.12,1020.6,8.5,Media
102310,0.700002,6.300002,10,9.09,6.34,1022.7,9.1,Media
102280,-1.499998,9.300001,10.9,9.09,6.02,1022,9.2,Moderada
102280,-2.599998,10.000003,9.7,9.09,6.43,1022.4,9.7,Moderada
102270,-3.299999,9.2,10.3,11.43,7.57,1022.1,9.6,Moderada
102290,-4.8,6.5,8.7,12.9,7.66,1023,9.8,Moderada
102200,-11.2,5.500001,7.2,11.43,7.34,1023.1,9.6,Moderada
101960,-13.399999,5.700002,13.1,12.12,6.54,1021.4,9.3,Moderada
101760,-12.6,9.9,15.1,6.67,5.71,1019.2,8.9,Moderada
101860,-10.399999,6.5,13.6,10,6.45,1019,9.6,Moderada
101650,-11.7,4.800002,14,6.25,5.98,1017.6,9.8,Moderada
101490,-13.399999,6.5,16.6,7.14,6.17,1016.5,9.9,Moderada
101480,-13.899999,7.700002,14.9,9.09,6.33,1016.1,10.1,MuyAlta
101490,-13.8,6.1,15.2,8.33,6.74,1016.2,10.2,MuyAlta
101450,-14.199999,5.5,15.5,11.43,6.88,1015.6,9.9,MuyAlta
101370,-14.099998,3.8,15.6,11.43,7.56,1015.1,9.5,MuyAlta
101400,-15.599998,4.900002,14,10.81,7.84,1015.8,9.1,MuyAlta
101490,-13.299998,4.6,12,12.12,7.61,1015.4,8.9,Moderada
101470,-15.899997,3.400003,12.2,10.81,6.91,1015.8,8.9,Moderada
101430,-14.1,5.4,13,11.43,7.28,1015.9,9.1,Moderada
101650,-15,5.8,13.8,10.81,6.58,1017.2,9.4,Moderada
101790,-12.099998,5.9,12.3,10.81,6.79,1018.6,9.4,Moderada
101800,-12.899997,4.600003,12.3,10,6.06,1019.4,9,Moderada
101680,-14.3,5.800003,12.6,9.09,6.31,1018.8,8.8,Moderada
101590,-17.199999,5.6,14.9,8.33,5.63,1018.1,9.1,Moderada
101590,-14.999998,8.400002,16.7,10,6.66,1017.9,9.3,Moderada
101570,-14.699999,4.700002,14.6,10,6.57,1018.1,9.8,MuyAlta
101160,-20.299999,5.5,17.4,10,6.78,1015.6,9.6,MuyAlta
100930,-14.499998,12.900002,20,11.43,7.19,1011.3,10.3,MuyAlta
101350,-1.599998,13.900002,15.3,10.81,7.47,1012.7,10.2,Moderada
101860,3.400002,8.4,10.1,12.9,7.33,1016.7,9.6,MuyAlta
102230,3.1,4.500003,8.5,12.12,8.16,1020.8,8.5,Moderada
102150,-4.699998,0.800002,6.8,10.81,7.49,1021.9,8.6,Moderada
101750,-11,0.700002,10.5,10.81,6.67,1019.4,9.1,Moderada
101100,-17.700001,2.200001,14.5,10,5.8,1013,9.4,Moderada
100160,-22.4,4.800003,19.6,8.33,6.27,1005.3,9.1,MuyAlta
99240,-17.199997,7.900002,20.9,9.09,6.91,996,9.1,MuyAlta
99390,4.6,11.800001,14.4,11.43,7.99,991.2,10.2,MuyAlta
100510,13.300001,2.000001,11.6,10.81,7.69,1002,9.2,MuyAlta
101160,4.700002,2.200001,8.3,10,7.48,1009.3,8.9,Moderada
101290,-0.9,6.3,5.6,10,7.78,1012.3,8.9,Moderada
101200,-2.2,6.600001,7.8,9.09,7.92,1011.5,8.7,Moderada
101040,-1.899998,8.9,9,9.09,7.09,1010.1,9,Moderada
100730,-3.299999,8.8,8.4,12.9,7.86,1007.3,9,Moderada
100230,-7.399999,10.100001,11.5,10,6.68,1003.1,8.8,Moderada
99400,-13,10.600001,15.9,7.69,5.64,995.7,8,Moderada
98550,-12.099998,11.200002,16.6,7.69,6.32,988.2,8.3,MuyAlta
98110,-1.1,6.5,19.2,10.81,7.56,980.6,7.8,MuyAlta
98200,12.800001,6.5,10.3,17.39,9.19,980.3,8.1,MuyAlta
98280,8.2,8.3,13.1,14.81,9.21,980.8,8.2,MuyAlta
98320,5.1,7.3,11.4,14.81,8.17,982,8.1,MuyAlta
98430,4.8,7,10.9,11.43,8.17,982.3,7.8,Moderada
98720,8.400002,6.6,10.1,12.9,7.51,985.8,7.9,Moderada
99010,7.9,4.7,8,12.9,7.84,988.9,7.4,Moderada
99300,6,5.100001,5.7,11.43,7.94,991.6,7.9,Moderada
99620,6.500001,6,7.4,13.79,7.7,994.6,7.8,Moderada
99960,7.000001,7.4,11.8,12.9,7.59,997.9,7.6,Moderada
100120,6.700002,9.400002,9.3,12.12,7.13,1000.1,8.2,Moderada
100270,3.700001,6.200002,7.2,11.43,7.51,1001.2,8,Moderada
100410,6.9,2.4,5.5,10,7.21,1003.4,7,Moderada
100600,7.4,3.500001,6.2,11.43,7.45,1004.8,7.4,Moderada
100870,7.900002,5.5,8.3,10.81,7.11,1006.8,8,Media
101120,7.800002,5.5,7.1,10.81,6.62,1009.5,7.9,Media
101430,7.2,5.100001,7.6,11.43,6.51,1013.2,7.6,Media
101740,5.600001,2,2.7,10,6.26,1016,7.1,Media
101970,4.900002,-0.899998,3.5,7.69,6.77,1019.5,7.6,Media
102310,1.100002,-4.199998,5.9,9.09,6.8,1022,7.9,Media
102360,-2.499999,-5.599998,6.1,7.69,6.39,1023.7,7.6,Baja
102320,-2.6,-7.3,7.2,10,5.91,1023.6,7.7,Baja
102140,-3.499999,-6.5,5.1,11.43,5.24,1022.4,7.3,Baja
101910,0.400002,-8.199999,7,8.33,5.03,1019.7,7.6,Baja
101750,-1.399998,-9.499998,9.9,4.35,4.29,1018.3,7,Baja
101670,1.4,-12.2,9.5,5.26,4.53,1017,6.6,Baja
101800,-1.9,-8.199999,4.4,17.39,5.61,1018,5.9,Media
101840,1.200001,-8,5,14.81,7.35,1018.6,6.4,Moderada
102040,-1.699998,-4.6,7.7,13.79,8.12,1020.4,6.2,Media
102160,-2.599998,-5.3,6.2,12.9,7.33,1021.8,5.7,Media
102260,-3.999999,-0.8,3.9,12.12,7.45,1022.7,5.5,Media
102280,-3.199998,0.3,5.4,12.9,9.01,1022.4,5.6,Media
102240,-0.099998,3.400002,3.7,12.9,7.99,1021.8,5.8,Media
102210,4.9,2.1,7,14.81,8.34,1021.2,7,Media
102230,6.400002,3,11.1,12.12,5.81,1021,6.3,Media
102110,9.100001,3.400003,10.7,12.12,6.31,1020.4,6.5,Media
102040,9.6,1.8,9.5,10.81,5.25,1019.2,6.9,Media
101930,12.100001,-1.2,12.4,5.26,4.88,1017.6,6.9,Moderada
101900,12.700002,-4.8,15,7.14,5.7,1016.7,7,Moderada
101750,12.7,-4.6,14.5,6.67,5.78,1015.7,6.9,Moderada
101730,11.600001,-4.899997,12,8.33,5.92,1015.8,6.7,Media
101690,10.000002,-3.599998,9.7,7.69,5.67,1016.1,6.7,Media
101770,8.300001,-0.1,8.5,7.69,5.32,1016,6.7,Media
101650,8.4,5.300002,10,7.14,5.3,1015.2,8,Media
101580,7.3,7.400002,10.5,7.14,5.38,1014.1,8.2,Moderada
101300,4.400002,12,11.9,10,6.36,1012.4,8.4,Moderada
101300,7.100001,5.2,10.5,11.43,6.49,1010.2,8.2,Moderada
101480,6.100001,0.7,8.3,12.12,7.46,1012.7,7.6,Moderada
101630,3.200001,0,7.6,10.81,6.78,1014.3,7,Moderada
101590,-0.099998,0.5,6.4,12.12,7.97,1014.9,6.8,Moderada
101460,-4.1,1.7,4.1,12.9,8.65,1014.3,6.7,Moderada
101330,-8.5,2.500003,7.9,12.9,8.64,1013.5,6.8,Media
101050,-9.899999,5,11.2,12.9,6.81,1012.1,6.4,Media
101000,-9.299998,4.600001,12.8,5.88,5.55,1010.3,7.5,Media
100800,-10.499998,3.6,12.5,6.25,5.5,1009.1,7.7,Media
100490,-11.1,3.7,11,6.25,5.68,1006.5,7.6,Moderada
100350,-10.399997,4.600003,13.1,6.67,5.53,1003.5,7.6,Media
100060,-11.3,5.200002,10.2,7.69,5.64,1001.5,8.1,Media
99820,-11.8,4.700002,11.3,7.69,5.21,999.4,8.1,Moderada
99560,-9.6,5.3,10.8,7.14,5.87,997,8.7,Media
99500,-6.8,6.1,10.4,7.69,5.61,995.5,8.8,Moderada
99520,-3.699998,5.9,8.7,7.69,6.07,995.1,8.3,Media
99640,-4.7,7.300002,7.4,7.69,5.91,996,8.5,Media
99630,-11.2,6.500001,13,8.33,5.12,996.2,8.5,Media
98940,-20.299999,7.200003,16.5,6.25,5.1,994.4,8.7,MuyAlta
98610,-15.2,15.1,21.9,9.09,6.55,987.5,9.2,MuyAlta
98860,-6.199998,6.700002,12.6,10.81,7.25,989.5,8.8,MuyAlta
98290,-11.7,5.400002,11,12.12,8.25,985.1,8.4,MuyAlta
97610,-18.199999,9.5,16.5,12.12,8,979.7,9,MuyAlta
97260,-11.899999,11.8,15.5,12.9,8.24,974,9.2,MuyAlta
97210,-6.7,10.3,12.5,12.12,7.68,972.5,8.8,MuyAlta
97200,-0.2,8.2,9.7,12.9,8.8,971.4,8.4,MuyAlta
97370,2.3,4.9,7,12.12,8.84,973.2,8.4,Moderada
97500,3.3,2.9,3.6,11.43,8.01,974.6,7.8,Moderada
97620,4.900002,-0.4,6.1,12.12,8.5,975.1,7.8,Moderada
97880,6.000001,0.1,6.4,10.81,8.24,977.5,7.2,Moderada
98330,0.8,2.8,1.3,11.43,8.59,982.1,6.6,Moderada
98340,-4.199998,2.3,5.2,11.43,8.49,984.1,6.6,Moderada
98150,-4.2,-4.1,8.3,10.81,8.52,982.1,6.7,Moderada
98050,1.9,-6.7,11.6,12.9,7.73,980.1,6.3,Moderada
98190,3.700001,-9.7,11.5,11.43,6.72,981.2,6.7,Media
98590,9.400002,-5.7,10.2,10.81,5.94,984.1,7.2,Media
98830,9.200003,-4.599998,9,12.12,6.9,986.7,7.1,Media
99100,9,-1.499998,8.3,11.43,6.33,989.5,6.3,Media
99310,5.900002,2.5,6.2,11.43,6.99,991.6,6.6,Media
99540,6.200002,4.400002,8.8,10.81,7.26,993.9,6.1,Media
99750,6.6,4.100001,9.8,11.43,6.91,996.1,6.8,Moderada
100040,4.900002,5.700002,8.6,11.43,7.4,999.4,7.1,Moderada
100220,-3.199998,4.800002,5.6,10.81,7.98,1002.2,7.3,Media
100050,-14.099998,4.500001,12.3,10.81,6.32,1002.4,8.1,Moderada
99630,-18.200001,7.000001,15.9,7.14,5.46,999.9,7.9,MuyAlta
99090,-19.9,9.900003,20.8,9.09,6.74,994.7,8.3,MuyAlta
99100,-13.6,13.3,16.6,11.43,8.04,993,8.8,MuyAlta
99320,-11,9.9,11.3,12.12,9.04,994.1,8.6,MuyAlta
99120,-5,8.2,7.9,11.43,8.85,992.8,8.6,MuyAlta
98990,-0.9,7.3,13.4,11.43,8.19,990.5,8.3,MuyAlta
98840,-3.999999,7.9,12.1,12.12,7.74,988.3,8.4,MuyAlta
98700,-1.499998,8.8,11.4,12.9,8.55,986.5,7.7,MuyAlta
98570,-0.4,4.3,10.2,10.81,8.05,986.7,7.6,Moderada
98370,3.100002,2.800002,10.9,11.43,7.77,982.5,7.6,MuyAlta
98620,7.800002,7.700002,7.5,11.43,8.49,975,6.5,MuyAlta
99170,10.2,7.700003,15.5,12.12,8.18,988.1,7.1,MuyAlta
99490,3.1,8.1,10.2,11.43,8.58,992.9,6.8,MuyAlta
99530,-2.1,5.1,9.3,12.12,7.88,995.2,6,Moderada
99690,-4.1,2,4.8,12.12,8.63,997.9,6.7,Moderada
99990,-4.2,-1.1,5.9,10,8.15,1000.7,7.1,Moderada
99910,-5.299998,1.1,9.3,10,7.89,1000.4,7.4,Moderada
99510,-8.5,4.000003,9,10.81,6.43,995.9,6.5,Moderada
98720,-13.5,4.500001,14.2,10,5.88,990.6,7.6,Moderada
98140,-15.499998,3.7,17.3,8.33,5.78,984.9,7.3,MuyAlta
97800,-11.499998,2.600002,19.3,10,6.93,981,7,MuyAlta
97700,-5.9,5.100003,7.7,10.81,8.04,975.3,6.6,MuyAlta
97800,-8.199999,8.200002,13.2,16,8.89,978.8,7.8,MuyAlta
97660,-8.199999,6.500001,13.8,12.12,8.56,978.1,7.5,MuyAlta
97520,-5.499999,4.400002,16.5,11.43,7.96,974.4,7.2,MuyAlta
97460,-1.399998,6.100001,8.6,13.79,8.42,975.2,7.4,Moderada
97290,-3.6,2.600002,7.9,10,7.49,974.5,6.9,Moderada
97030,0.6,-0.699998,6.7,10.81,7.82,971.4,5.8,Moderada
97260,6.900002,-0.299998,8.7,9.09,7.14,971.5,6.8,Moderada
97730,10.5,-0.499998,9.1,10,7.3,975.7,7.2,Moderada
98220,6.5,2.600002,7,9.09,7.41,980.5,6.8,Moderada
98760,8.7,2.7,7,11.43,8.74,985.9,6.8,Moderada
99340,7.1,3.800002,9.3,10.81,8.08,991.4,7.3,Moderada
100030,11.1,7.300003,10.7,13.79,7.52,997.1,7.2,Moderada
100580,10.200002,8.300001,14.7,10,6.71,1003.3,7.5,Moderada
101150,8.600001,8.600001,11.7,11.43,7.49,1009.3,7.4,Moderada
101370,2.100002,6.300002,9.2,11.43,7.24,1012.7,7.5,Moderada
101080,-7.7,1.7,8,10.81,7.99,1011.4,7.3,Moderada
100100,-13.899999,-9.699999,14.3,12.9,7.08,1005.2,7.2,Moderada
99640,-4.3,-16.699997,16,6.67,5.89,999.4,6.1,MuyAlta
100160,2.5,-13.099998,14.8,11.43,7.84,1001.1,7.3,Moderada
100770,10.200003,-5.799997,12,12.12,7.83,1005.3,7.2,Moderada
101160,11.100001,-0.399998,13.2,10.81,6.23,1009.5,6.4,Moderada
101340,8.500003,2.9,11.6,12.12,5.92,1011.7,5.9,Media
101170,4.300002,10.7,9.3,7.14,6.04,1010.9,6,Media
100790,6.800002,8,11.7,7.14,5.6,1005,7.2,Moderada
101090,11.5,2.000003,14,9.09,6.08,1009,7.5,Moderada
101240,8.1,4.700002,9.8,10,6.85,1011.6,7,Moderada
101710,12.800001,-0.799998,14.7,10,7.26,1013.3,7.8,Moderada
102110,11.600001,-3.8,11,12.9,7.14,1019.2,7.3,MuyAlta
102340,7,3.1,9.3,12.12,8.14,1022,7,Moderada
102150,1.4,8.300003,5,13.79,8.42,1020.5,6.9,Moderada
101590,3.5,3.700001,12.5,13.79,7.66,1013.9,5,Moderada
101620,10,-11.799998,17.6,13.79,6.47,1014.4,5.8,Moderada
102390,9.200002,-12.7,11.8,12.9,7.04,1022.6,6.9,Moderada
102940,8.600001,-6.599998,9.5,13.79,6.87,1027,7.2,Moderada
103120,5.800002,-3.599998,7.9,12.12,7.29,1029.5,6.8,Moderada
103190,3.000001,1.3,5.6,14.81,7.61,1031.3,6.7,Media
103370,-0.699998,1.6,2.9,12.9,7.91,1033.2,6.5,Media
103360,-3.099998,5.100001,5.9,12.9,7.93,1034.3,6.2,Baja
103330,-8.2,6.7,9.4,13.79,5.8,1033.4,6.3,Media
103150,-13.599998,9.3,13.8,5.26,5.17,1032.2,6.6,Moderada
103040,-14.3,10.4,19,9.09,6.07,1031.1,6.9,MuyAlta
102850,-17.099998,11.200002,18.5,12.12,7.79,1029.9,6.5,MuyAlta
102640,-16.1,13.9,19.4,9.09,7.95,1027.3,7.1,MuyAlta
102520,-15.3,16.500002,20.7,9.09,7.8,1025.9,6.8,MuyAlta
102530,-9.199999,15.8,19.5,12.9,8.34,1026.1,6.7,MuyAlta
102640,-9.2,14.000003,15.9,10.81,8.13,1026.9,7.5,MuyAlta
102620,-4.8,12.9,15,12.12,7.37,1026.9,7.9,MuyAlta
102890,-0.099998,9.7,11.6,10.81,7.13,1027,8.1,Moderada
103250,7.300002,2.100002,7.8,10.81,7.19,1031,7.7,Moderada
103420,3.6,-5.3,6.7,10,7.3,1034.2,7.6,Moderada
103280,-1.2,-5.3,3.1,10,7.35,1033.7,7.4,Moderada
102790,-6.2,-5.5,9.7,11.43,7.48,1028.9,6.2,Media
101770,-8.999998,4.300002,13.3,10,5.73,1020.1,6.1,Media
100440,-0.399998,9.000002,12.3,10,5.87,1005.9,8,Moderada
100080,16.9,-1.099998,9.3,10,6.69,992.7,7,MuyAlta
100980,25.300001,-5.699998,24.1,9.09,7.37,1005.6,7.2,MuyAlta
101560,20.200001,-4.799998,21.2,10,8.21,1011,6.6,MuyAlta
101930,17.6,-7.099998,16,10,7.5,1016.5,6.4,Moderada
102150,10.900003,-4.099997,15.2,11.43,6.92,1019.3,6.4,Moderada
102160,7.800002,-1.399998,9.3,9.09,7.27,1020.9,6.2,Media
102150,4.400002,-0.6,3.7,10.81,6.49,1021.3,5.8,Media
101970,-0.099998,0.500002,3.3,8.33,6.91,1020.1,5.6,Moderada
101750,-4.699998,-0.999998,16.5,8.33,6.34,1016.8,4.9,Moderada
101470,-7.6,-3.6,15.3,8.33,6.27,1017.2,3.9,MuyAlta
101560,-11.3,-6.299998,14.4,10,7.15,1018.9,3.3,Moderada
101610,-7.6,-9.199999,13,10,6.63,1017.9,2.7,MuyAlta
101730,-4,-5.6,12.3,10,7.27,1017.4,2.6,Moderada
101620,-1,-8.7,9.6,10,6.99,1016.7,3.2,Moderada
101590,-5.3,-6.999999,4.6,10,7.34,1017,3.4,Media
101350,-7.199998,-2.099998,8.2,8.33,6.94,1015.3,3.3,Moderada
100820,-14.499998,-2.299999,14.5,6.25,5.35,1010.3,3.9,Moderada
100240,-15.699999,-3.5,16.1,7.14,5.77,1006.3,4.1,Moderada
100250,-12.4,0.500002,17.5,9.09,6.22,1004.6,4.6,MuyAlta
100520,-8.399999,2.600002,14.8,10,7.18,1005.8,5.8,Moderada
100640,-10,2.400003,11.3,10,6.93,1007.9,6.9,Moderada
100470,-11.8,-2,9.8,12.12,7.33,1006.8,6.9,Moderada
100340,-5.6,-2,12.5,9.09,6.94,1005.7,7.1,MuyAlta
100790,-0.3,0.2,12.3,10,7.23,1008.1,6.8,Moderada
101170,-4.7,2.900002,8.4,10,7.38,1011.8,6.6,Moderada
101110,-12.2,5.300002,7.5,9.09,7.34,1012,7,Moderada
100760,-17.099998,7.700002,14.3,10.81,6.31,1010.3,8,Moderada
100830,-14.799998,9.2,15.1,7.69,6.26,1009.1,7.9,MuyAlta
100820,-7.399999,7.800002,15.2,11.43,7.27,1007.7,8.1,MuyAlta
100930,-4.599998,5.900003,5,9.09,7.8,1009.5,7.3,Moderada
100880,-0.399998,3.300002,4.6,11.43,7.43,1009.1,7.1,Moderada
100760,0.1,1.3,2.8,10.81,7.2,1007.4,6.8,Moderada
100740,4.800002,1,4.1,11.43,7.66,1006.9,6.1,Moderada
100840,9.200002,-0.899998,4,10.81,7.32,1007.2,5.8,Media
101040,7.4,0.3,5.1,10,7.48,1009,6.2,Media
101110,4.100001,0.600002,5.7,9.09,7.14,1009.8,6.5,Media
101070,-1.799999,-0.2,4.9,8.33,7.18,1010,6.5,Media
101030,-5.299998,4.2,5.8,13.79,7.36,1010.4,6.3,Baja
100970,-7.8,3.400002,7,10,6.23,1011.1,6.7,Media
100820,-8.599998,3.000001,9.3,10.81,5.2,1009.7,6.9,Media
100640,-8.399999,3.4,10.8,5.88,4.96,1007.8,7.1,Media
100480,-4.5,7.000001,7.2,6.67,5.72,1005.6,7.3,Media
100560,-7.299998,10.900002,10.7,7.14,5.42,1006,7.8,Media
100030,-14.399999,9.400002,16,6.67,5.22,1003.4,7.8,MuyAlta
99520,-12.3,13.1,17.7,8.33,6.64,997.2,7.9,MuyAlta
99330,-6.999999,12.8,16.2,9.09,6.53,993.2,8.6,MuyAlta
99460,-4.199998,14.100003,13.7,10,7.14,994.3,8.3,MuyAlta
100180,4.100001,13.500002,14.5,10,7.2,999.1,8.3,MuyAlta
100890,1.000002,8.800001,11.2,10.81,7.35,1007.3,8,MuyAlta
101050,-7.9,4.3,9.3,11.43,7.56,1010,7.7,Moderada
100160,-18.099997,3.800002,14.2,10.81,7.65,1006.3,7.5,MuyAlta
99330,-14.9,15.9,17.1,12.9,7.89,995.2,8.2,MuyAlta
98830,-9.099998,17.100002,16.9,10.81,7.71,989.6,8.7,MuyAlta
98580,-10.5,15.400002,14.8,10.81,7.97,987,8.1,MuyAlta
98050,-8.599998,13.2,19.3,11.43,7.52,980.9,8.1,MuyAlta
98160,0.900002,9.4,8.2,12.12,8.26,981.3,7.7,MuyAlta
98280,7.900002,10,10.5,11.43,7.67,980.6,7.4,MuyAlta
98750,9.300003,12.6,13.4,12.12,7.38,984.8,7.5,MuyAlta
99080,2.3,13.7,12.8,12.12,7.52,988.2,6.7,MuyAlta
99080,-0.799998,11.400003,9.2,12.12,8.05,990.5,7.5,MuyAlta
98810,-2.399998,8.200002,9.2,12.12,8.56,986.3,7.3,MuyAlta
98550,-0.299998,6.800002,6.3,12.12,8.1,984.5,7.7,Moderada
98730,9.1,2.000001,12.3,10.81,7.51,985.2,6.5,Moderada
99190,5.700002,3.100002,7.6,10.81,8,990.3,6.8,Moderada
99410,-1.4,2.200001,3.2,10,7.83,993.2,6.6,Moderada
99390,-6.6,1.200001,5.3,10,8.09,994.2,7.1,Moderada
99240,-7.2,-2.499999,7.9,10.81,7.91,994,6.9,Moderada
99150,-2.4,-6,10.7,10,6.89,992.7,6.3,Moderada
99250,5.2,-9.199999,13.9,10.81,6.32,992.5,5.7,Moderada
99760,9.7,-7.499997,14.7,7.14,5.93,996.7,5.6,Moderada
100410,10.900002,-4.599998,8.8,7.14,6.13,1002.7,6,Media
100970,8.200003,-1.099997,6.1,10,6.75,1008.3,6,Media
101260,0.800002,3.3,4.7,11.43,7.39,1010.6,5.5,Media
100740,-12.199997,2.7,8.5,11.43,6.69,1009.5,6.3,Moderada
99690,-9.099998,4.900002,19.3,6.67,5.61,996.7,6.8,Moderada
99430,6.8,12.700002,17.8,7.69,6.28,993.3,7.2,Moderada
